Name,Room Type,Days of Stay,Price per Night ($),# of tenants,Total Reviews,Experience Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Overall Rating,Bayesian Rating
Best central Mt. Pleasant  2 bedroom w park nearby,Entire home/apt,1,89.0,4,385,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.84710675677426
Commercial Drive Hideaway ( parking/ train/ patio),Entire home/apt,5,175.0,3,153,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.65155923232228
Family Friendly House in Central Vancouver,Entire home/apt,3,249.0,3,20,9.8,10.0,10.0,10.0,10.0,49.8,48.45003046091298
Hip Commercial Drive Tropical Heritage House,Entire home/apt,2,245.0,4,9,10.0,10.0,10.0,10.0,10.0,50.0,48.43058237606953
Garden Level Studio Suite in Vancouver South,Entire home/apt,1,51.0,1,178,9.3,10.0,10.0,10.0,9.0,48.3,48.38609615993173
Private Bedroom in Yaletown with Ocean View,Private room,30,69.0,1,7,10.0,9.0,10.0,10.0,10.0,49.0,48.41542716643147
Entire Condo @ the heart of Downtown Vancouver,Entire home/apt,90,120.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Delbert: the Author and his Oasis World Masks,Private room,1,211.0,2,6,9.700000000000001,10.0,10.0,10.0,9.0,48.7,48.41185744662074
Yaletown Skyline Studio,Entire home/apt,30,70.0,1,201,9.8,10.0,10.0,10.0,10.0,49.8,48.7331642808142
East Village Haven,Entire home/apt,2,95.0,1,73,9.8,10.0,10.0,10.0,9.0,48.8,48.44805547529613
Penthouse Unit in Historic Chinatown,Entire home/apt,3,165.0,1,98,9.8,10.0,10.0,10.0,9.0,48.8,48.45963259781928
"Charming Guest-house, close to Downtown",Entire home/apt,7,142.0,1,199,9.9,10.0,10.0,10.0,10.0,49.9,48.753798808760344
"Beautiful comfy, private garden suite.",Entire home/apt,2,169.0,3,74,10.0,10.0,10.0,10.0,10.0,50.0,48.56918583470469
Robson St Modern Luxe Condo by Pacific Centre Mall,Entire home/apt,30,179.0,2,16,9.9,10.0,10.0,10.0,10.0,49.9,48.44442592085937
Covid CleanPrtcl SkyTrain Downtown Commercial Dr,Private room,1,55.0,1,194,9.5,10.0,10.0,10.0,10.0,49.5,48.65644950273674
"Cozy Private suite w/ Kitchen, Convenient Location",Entire home/apt,1,45.0,3,105,9.1,10.0,10.0,10.0,10.0,49.1,48.50380804999042
One Bedroom Townhouse in Chinatown,Entire home/apt,4,150.0,2,39,9.9,10.0,10.0,10.0,10.0,49.9,48.492183700916776
Superb Location! Great Value!!  Hospitable Host!!,Private room,2,69.0,1,83,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.430497683681416
DTcenter/GreatView/FreeParking/Pool/Gym/AC/30Day+,Entire home/apt,30,99.0,2,21,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.44893231968178
"Light filled 2 Bed w/ Mountain, Water & City Views",Entire home/apt,7,400.0,5,44,10.0,10.0,10.0,10.0,10.0,50.0,48.50838636592444
Thomas Crawford House,Entire home/apt,30,125.0,1,76,9.9,10.0,10.0,10.0,9.0,48.9,48.45978424707677
"Modern, bright, 2 bedroom retreat",Entire home/apt,90,93.0,2,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Cozy private room in basement suite,Private room,30,40.0,1,50,9.8,10.0,10.0,10.0,10.0,49.8,48.50691119991946
Central 2 Storey Loft - Spacious 2BR + Parking,Entire home/apt,2,129.0,3,111,9.700000000000001,10.0,10.0,10.0,9.0,48.7,48.45099712075376
Private Entrance Near Downtown and Hospitals,Entire home/apt,5,85.0,1,74,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.528968443400345
Vancouver for Vegetarians (Entire home),Entire home/apt,4,125.0,3,15,9.8,10.0,10.0,10.0,9.0,48.8,48.41790365486359
Private 2 Bedrooms - Brand New Home,Entire home/apt,10,143.0,3,193,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.70060909279843
Brand new place in the hippest hood,Entire home/apt,30,115.0,1,63,9.8,10.0,10.0,10.0,10.0,49.8,48.53009761978297
Walk to Commercial Drive Skytrain,Entire home/apt,2,93.0,2,266,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.75056117924856
Vancouver One Bedroom Apartment,Entire home/apt,2,99.0,3,176,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.68033505291486
Modern + Unique Loft Living // Central location,Entire home/apt,3,206.0,1,58,9.600000000000001,10.0,9.0,10.0,10.0,48.6,48.42461218658702
Private bedroom in basement suite,Private room,30,40.0,1,38,9.5,10.0,10.0,10.0,9.0,48.5,48.41417253477522
Cozy room in basement suite.,Private room,30,40.0,1,40,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.48279312584423
Private 1 Bdrm Suite Off Uber Hip Main Street,Entire home/apt,31,85.0,1,28,9.9,10.0,10.0,10.0,10.0,49.9,48.46974025267052
BEST LOCATION-CLOSE TO THE BEACH&DOWNTOWN,Private room,30,100.0,1,18,9.4,9.0,10.0,10.0,10.0,48.4,48.4090011387392
"1 bedroom in Kits, close to beach",Private room,1,75.0,1,86,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.54615076783778
Trendy Yaletown 1 Bdrm with Parking (M1),Entire home/apt,30,130.0,1,22,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.418597623307974
Cozy Heritage Home,Private room,1,45.0,1,32,9.4,10.0,10.0,10.0,10.0,49.4,48.45492906965801
Corporate Stays | Capitol Residences | Modern 1BR,Entire home/apt,30,100.0,1,3,9.3,9.0,10.0,10.0,10.0,48.3,48.408753044124296
Downtown Core 2BR/2BA with Balcony & Parking,Entire home/apt,60,537.0,3,40,9.9,10.0,10.0,10.0,10.0,49.9,48.49418913724025
Tropical Vibe 2 (Private Room),Private room,1,39.0,1,222,9.3,10.0,10.0,10.0,10.0,49.3,48.63294205242382
Tropical Vibe 1 (Private Room),Private room,1,37.0,1,309,9.4,10.0,10.0,10.0,10.0,49.4,48.724532208385845
Studio appartment in Gastown,Entire home/apt,30,55.0,1,8,9.5,9.0,10.0,10.0,10.0,48.5,48.41032951394426
Fully equipped garden suite in fabulous Fraserhood,Entire home/apt,3,120.0,3,205,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.69079674087965
"Tranquil, private entrance 1 bdr +LR in Kitsilano!",Entire home/apt,30,118.0,3,33,9.200000000000001,9.0,10.0,10.0,10.0,48.2,48.399310466680085
Gorgeous Crosstown Condo: stunning Views!,Entire home/apt,30,150.0,5,34,9.9,10.0,10.0,10.0,10.0,49.9,48.48207007807853
Lovely room,Private room,1,79.0,1,41,9.8,10.0,10.0,10.0,10.0,49.8,48.490356720259825
Charming room,Private room,1,65.0,1,68,9.8,10.0,10.0,10.0,9.0,48.8,48.4456448963598
Bright in the heart of Kitsilano- 6 month rental,Entire home/apt,1,290.0,1,12,10.0,10.0,10.0,10.0,10.0,50.0,48.43756791445498
New Modern Super Clean 1 BR by Hudson's Bay Store!,Entire home/apt,30,299.0,1,13,9.700000000000001,10.0,9.0,9.0,10.0,47.7,48.395586332359485
Ultra Clean Modern Upscale New Condo - Robson St,Entire home/apt,30,186.0,2,6,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.420839482548885
Central Living New Clean Upscale 1 BR by Yaletown!,Entire home/apt,30,180.0,1,12,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43222666816418
*Covid cleanPrtcl Sky Train Downtown Commercial Dr,Private room,1,52.0,1,247,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.46107895967289
1 bedroom off Trendy Main St,Entire home/apt,2,62.0,1,135,8.5,9.0,10.0,9.0,10.0,46.5,48.085847897544106
NEW  Modern Spacious 2 Bdrm Home!,Entire home/apt,3,165.0,3,127,9.8,10.0,10.0,10.0,10.0,49.8,48.63310617787409
Clean and Simple Room,Private room,1,47.0,1,214,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.724567093998466
East Vancouver Home,Entire home/apt,2,100.0,1,180,9.5,10.0,10.0,10.0,10.0,49.5,48.64242372249721
"Kits Beach! Big one bedroom top floor, sleeps 3-4",Entire home/apt,30,100.0,2,45,9.200000000000001,9.0,9.0,9.0,10.0,46.2,48.26862910090898
Coach House with Private Patio and Terrace,Entire home/apt,1,301.0,5,237,10.0,10.0,10.0,10.0,10.0,50.0,48.82861042752241
Quiet Mt. Pleasant Character Duplex,Entire home/apt,2,89.0,1,35,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41882464037683
Heart of YALETOWN,Entire home/apt,3,170.0,1,61,9.9,10.0,10.0,10.0,10.0,49.9,48.53502181790132
Between the Beach and Broadway,Entire home/apt,5,88.0,1,92,9.8,10.0,10.0,10.0,10.0,49.8,48.57894001902209
"Cozy, Spacious and Modern 1 Bedroom Accommodation",Entire home/apt,3,200.0,3,75,9.8,10.0,10.0,10.0,10.0,49.8,48.550774456367236
Private Garden Sanctuary on 'The Drive',Entire home/apt,2,83.0,1,189,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.69591160322286
Furnished 2 BDRM Coach House,Entire home/apt,30,133.0,3,7,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.422751531154944
Private Unit in a residential neighborhood,Entire home/apt,2,119.0,2,39,9.4,10.0,10.0,10.0,9.0,48.4,48.408731489789815
Jessie Crawford's Attic,Entire home/apt,30,125.0,1,97,9.9,10.0,10.0,10.0,10.0,49.9,48.5997638660641
Local living! Commercial Dr studio w/easy transit,Entire home/apt,3,123.0,1,52,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.50325038423341
Lovely Studio Apartment in the heart of Kitsilano,Entire home/apt,7,120.0,1,86,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.557648094040985
"Small, Studio Suite close the Sea!",Entire home/apt,1,90.0,1,208,9.8,10.0,10.0,10.0,10.0,49.8,48.74174801648581
132 YALETOWN PARK / FOR EXTENDED 3 MONTH STAY!,Entire home/apt,90,69.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
UV-CleanSanitize WFH Comfort near Dwntown/Skytrain,Private room,2,75.0,1,87,9.8,10.0,10.0,10.0,10.0,49.8,48.570788750791266
Cozy Studio in Mount Pleasant,Entire home/apt,3,80.0,1,212,9.9,10.0,10.0,10.0,10.0,49.9,48.770847567897775
Central Bright 1Bed in Mt. Pleasant - 30 day min.,Entire home/apt,30,65.0,1,3,10.0,10.0,10.0,10.0,9.0,49.0,48.41191093886113
Robson St Modern Luxe Condo by Vancouver Library,Entire home/apt,30,108.0,1,22,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41538124903897
CLEAN & QUIET Downtown Dreamville,Entire home/apt,1,107.0,1,95,8.9,9.0,9.0,9.0,10.0,45.9,48.09434712594802
Beautiful Coach House in Perfect Location,Entire home/apt,30,270.0,3,15,10.0,10.0,10.0,10.0,10.0,50.0,48.44449154260362
Condo overlooking the heart of Downtown Vancouver,Entire home/apt,80,125.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Brand New Panoramic Water View Executive Suite,Entire home/apt,30,,6-10,7,9.200000000000001,10.0,10.0,10.0,10.0,49.2,48.41751984206675
Granville Street Gem 1Bed + Parking (B2),Entire home/apt,30,130.0,1,13,10.0,10.0,10.0,10.0,10.0,50.0,48.43988262865579
2 bedroom garden level Dunbar- Jericho Beach,Entire home/apt,14,146.0,4,51,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.49441903834875
In the heart of Vancouver,Private room,30,55.0,1,39,9.1,9.0,10.0,10.0,10.0,48.1,48.39204104756441
"TRANSIT NEARBY,CONVIENIENT LOCATION,HUGE SPACE!!!",Entire home/apt,1,125.0,3,104,9.8,10.0,10.0,10.0,10.0,49.8,48.59806889600869
Yaletown Lux 2Bed/Bath+Den+Concierge+Gym+RoofPatio,Entire home/apt,30,290.0,6-10,19,10.0,10.0,10.0,10.0,10.0,50.0,48.45362815615661
Awesome in Vancouver,Private room,30,55.0,1,32,8.4,9.0,9.0,9.0,10.0,45.4,48.27049102931218
"Vancouver Special, Close to Skytrain & Downtown",Entire home/apt,2,225.0,5,178,9.700000000000001,10.0,10.0,10.0,9.0,48.7,48.470858064693644
Boutique Suites - King room,Entire home/apt,1,141.0,1,46,9.5,9.0,10.0,10.0,10.0,48.5,48.41514233664216
"Modern, fully featured, the heart of Mt Pleasant",Entire home/apt,3,125.0,1,147,9.8,10.0,10.0,10.0,10.0,49.8,48.66195398559043
Hastings Sunrise Peaceful Retreat,Entire home/apt,1,219.0,3,18,9.200000000000001,10.0,10.0,10.0,9.0,48.2,48.403707021092146
Sunny two bedroom suite in Kitsilano heritage home,Entire home/apt,3,325.0,3,78,10.0,10.0,10.0,10.0,10.0,50.0,48.57691996532791
Heart of Downtown Yaletown Vancouver Hornby Studio,Entire home/apt,31,109.0,1,54,9.1,10.0,10.0,10.0,10.0,49.1,48.46134186360706
Private room in modern Chinatown apartment,Private room,1,85.0,1,13,9.5,10.0,10.0,10.0,9.0,48.5,48.410993739766894
"Extra sparkling clean in Kitsilano - 2 bdrm, 5 ppl",Entire home/apt,2,250.0,4,189,9.9,10.0,10.0,10.0,10.0,49.9,48.74032993459772
Cozy and Convenient Downtown Apartment,Entire home/apt,1,65.0,1,188,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.694730322756065
3BDR Beautiful Home with Gorgeous Views,Entire home/apt,30,150.0,5,24,9.0,9.0,9.0,10.0,9.0,46.0,48.32495739700095
151 - 1 Bedroom  & den/Sleeps 3 by Stanley Park,Entire home/apt,32,85.0,2,1,10.0,6.0,10.0,10.0,10.0,46.0,48.405612027666145
Coal harbour/ Stanley park/ Convention centre,Entire home/apt,3,173.0,1,160,9.9,10.0,10.0,10.0,10.0,49.9,48.69941700041685
Kits point duplex Amazing Location,Entire home/apt,2,250.0,3,30,9.3,9.0,10.0,9.0,10.0,47.3,48.36115718835644
"Parkside Character Home, 6 min from Downtown",Entire home/apt,5,400.0,6-10,45,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49140137813671
Luxury Furnished Condo in the Heart of Vancouver!,Entire home/apt,91,89.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Coal Harbour Ocean View Condo,Entire home/apt,30,225.0,5,9,9.8,10.0,9.0,10.0,10.0,48.8,48.41448699603973
2 Bedrooms Office insuite laundry Pool Gym Hot Tub,Entire home/apt,28,79.0,2,6,10.0,10.0,9.0,9.0,10.0,48.0,48.40557002147104
Executive Heritage Home/Best Neighbourhood in City,Entire home/apt,5,325.0,3,37,10.0,10.0,10.0,10.0,10.0,50.0,48.493448890332836
"Central w/2 bikes- Peaceful, COMFY Westcoast suite",Entire home/apt,2,105.0,2,130,8.9,9.0,10.0,9.0,10.0,46.9,48.16151612922052
2BR apt in the heart of yaletown with free parking,Entire home/apt,3,252.0,2,76,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.542169070925006
"Elegant, central, bright downtown sanctuary",Entire home/apt,30,250.0,1,100,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.57863618680138
Modern Gem -  Fully Furnished Apartment,Entire home/apt,3,95.0,3,109,9.700000000000001,10.0,10.0,10.0,9.0,48.7,48.45035119888801
Spacious Sub-Penthouse View Condo on 30th Floor,Entire home/apt,31,120.0,1,16,9.9,10.0,10.0,10.0,10.0,49.9,48.44442592085937
D37- Stylish 1 bedroom + 1 bath,Entire home/apt,30,77.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Main St Apartment | Centrally Located | Eat x Shop,Entire home/apt,3,88.0,1,128,9.8,10.0,10.0,10.0,10.0,49.8,48.634583258661586
2 bdrm newly renovated suite Oakridge Canada Line,Entire home/apt,1,220.0,3,2,7.0,7.0,10.0,10.0,10.0,44.0,48.39596502160038
Private Studio with the Best Downtown Location,Entire home/apt,1,94.0,3,50,8.200000000000001,9.0,8.0,9.0,9.0,43.2,48.04342805385204
Chinatown Penthouse Sanctuary,Entire home/apt,30,196.0,1,75,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.428657767086364
Luxury Loft in Downtown Vancouver,Entire home/apt,30,300.0,1,37,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.42463630091939
Private entrance to a cosy Kitsilano suite!,Entire home/apt,30,86.0,1,90,9.200000000000001,10.0,10.0,10.0,10.0,49.2,48.503884008434376
Sleek Contemporary Studio,Entire home/apt,4,85.0,2,82,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.44129136336378
Luxury Kits-Point Home 5-bed near Beach & Downtown,Entire home/apt,2,,10+,40,9.8,9.0,10.0,10.0,10.0,48.8,48.43151107456218
1 Bedroom + Den in the heart of Yaletown,Entire home/apt,90,75.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Big two bedroom apartment near Commercial Drive.,Entire home/apt,1,125.0,3,265,9.9,10.0,10.0,10.0,10.0,49.9,48.83540536606543
New Condo in Vancouver,Entire home/apt,2,110.0,1,13,10.0,10.0,10.0,10.0,9.0,49.0,48.42062336939653
"Great location close to beach,park.",Private room,30,92.0,1,1,10.0,10.0,10.0,8.0,10.0,48.0,48.40862861891803
Sunny Central Downtown Spot Sleeps Four!,Entire home/apt,3,115.0,3,329,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.804561830820035
Luxury Condo with Best City Views,Private room,31,120.0,1,49,9.9,10.0,10.0,10.0,10.0,49.9,48.5119842114524
Heritage home plus suite in lovely neighbourhood,Entire home/apt,7,650.0,10+,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
A 2 br Town house for extended stay Vancouver West,Entire home/apt,30,150.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Gorgeous Gastown near everything.  Incl. parking.,Entire home/apt,90,95.0,1,1,10.0,8.0,10.0,6.0,6.0,40.0,48.39656225391049
Corporate Stays | Telus | Modern 1BR,Entire home/apt,32,151.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Location! Parking New reno. & 2 blocks from beach.,Entire home/apt,7,85.0,1,158,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.65795216383251
Cozy city centre,Entire home/apt,1,95.0,1,121,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.593257693924215
cozy 1 bedroom suite near main street,Entire home/apt,1,86.0,3,223,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.45731160942673
Corporate Stays | Hudson | Spacious 1BR,Entire home/apt,30,139.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Big. Quiet. Convenient. Near funky Commercial Dr.,Entire home/apt,4,206.0,4,46,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49310843833709
Private front entrance 15-20mins drive to downtown,Entire home/apt,31,98.0,1,98,9.8,10.0,10.0,10.0,9.0,48.8,48.45963259781928
Garden View Ensuite steps from 29th Ave Skytrain,Private room,30,65.0,1,6,8.700000000000001,9.0,10.0,8.0,10.0,45.7,48.38491133883631
Charming 3 bd home in hip east hood,Entire home/apt,4,100.0,5,5,8.0,7.0,10.0,9.0,8.0,42.0,48.36120056123337
Casa Serena,Entire home/apt,3,95.0,3,182,9.9,10.0,10.0,10.0,10.0,49.9,48.73071181794153
ROOFTOP Hot Tub! Large Loft in Gastown,Entire home/apt,2,257.0,3,74,9.9,10.0,10.0,10.0,10.0,49.9,48.55913148687861
Character home in Great Kits Location,Entire home/apt,5,499.0,6-10,7,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.4217051933373
40 floor sub-penthouse with stunning views,Entire home/apt,90,250.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Amazing view luxurious 2br/2br condo in Downtown,Entire home/apt,31,245.0,5,70,9.4,9.0,9.0,10.0,10.0,47.4,48.31273329828231
July is available,Entire home/apt,3,495.0,5,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Comfortable and Spacious 3 Bedroom Private home,Entire home/apt,1,100.0,6-10,156,9.3,9.0,10.0,9.0,9.0,46.3,48.00699361166584
Cozy 1 bedroom located in South East Vancouver.,Entire home/apt,2,89.0,2,97,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.4336242086201
Pristine garden level suite 1 bdrm close to UBC,Entire home/apt,30,95.0,1,19,9.8,10.0,10.0,10.0,9.0,48.8,48.42014797994516
COAL HARBOUR 1 BR + DEN,Entire home/apt,30,150.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Bright 1 BR open concept suite-Great location!,Entire home/apt,4,120.0,2,39,9.600000000000001,9.0,10.0,10.0,9.0,47.6,48.364223643855425
"Groovy East Van Guest Pad - a cosy, retro space.",Entire home/apt,2,85.0,1,250,9.9,10.0,10.0,10.0,10.0,49.9,48.81789558590203
Luxurious 3 Bedroom 2 Bath Home Queen Elizabeth Pk,Entire home/apt,2,258.0,5,28,9.9,10.0,10.0,10.0,10.0,49.9,48.46974025267052
2 Bdrm Condo With  Views of the Ocean,Entire home/apt,30,116.0,5,18,9.700000000000001,10.0,9.0,10.0,10.0,48.7,48.416942315209795
"Spacious, bright, modern home.",Entire home/apt,4,400.0,6-10,4,10.0,10.0,10.0,10.0,9.0,49.0,48.41279395546945
City Cottage Spacious Studio Bdrm - 40% off,Entire home/apt,1,88.0,3,50,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.499888728009346
Family-Friendly Modern 2 BRM Garden Suite,Entire home/apt,30,80.0,5,72,9.8,10.0,10.0,10.0,9.0,48.8,48.44757598684286
Entire One Bedroom Suite Downtown - With Parking,Entire home/apt,1,127.0,3,365,9.4,10.0,10.0,10.0,10.0,49.4,48.76136394775331
VistaSky: Modern Jewel Box w Chefs kitchen,Entire home/apt,4,495.0,5,15,10.0,10.0,10.0,10.0,10.0,50.0,48.44449154260362
1bedroom+parkingDT Vancouver,Entire home/apt,1,99.0,1,254,9.4,9.0,9.0,10.0,10.0,47.4,48.12938949164046
Private Cozy Suite in Cedar Cottage!,Entire home/apt,30,143.0,1,41,9.9,10.0,10.0,10.0,10.0,49.9,48.49618886819723
"3bd/2bth Last Min availability, Centrally located!",Entire home/apt,7,274.0,6-10,74,9.8,10.0,10.0,10.0,10.0,49.8,48.54907713905252
Clean & Home-like apartment.,Private room,2,49.0,1,184,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.68997727463671
Great Views / Heart of Downtown,Entire home/apt,30,150.0,1,53,9.700000000000001,10.0,9.0,10.0,10.0,48.7,48.43079828579393
Kitsilano Heritage House,Entire home/apt,3,300.0,5,8,10.0,10.0,10.0,10.0,10.0,50.0,48.42823996170546
Spacious Downtown Vancouver Master Bedroom,Private room,2,100.0,1,155,9.4,9.0,9.0,10.0,10.0,47.4,48.21777328560912
Entire Downtown Vancouver Condo with Amenities,Entire home/apt,2,150.0,3,29,9.200000000000001,9.0,9.0,10.0,9.0,46.2,48.31652789340471
Bright 1 BR + own bath in Central Mt Pleasant,Private room,30,40.0,1,6,9.600000000000001,10.0,10.0,10.0,8.0,47.6,48.40197720709978
Lotusland Garden Suite,Entire home/apt,3,125.0,3,49,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.42239208768306
Bright 2bdr Suite by the Beach!,Entire home/apt,30,175.0,3,56,9.5,10.0,10.0,10.0,10.0,49.5,48.49431862721818
Modern home in East Vancouver w/ huge rooftop deck,Entire home/apt,2,375.0,6-10,66,10.0,10.0,10.0,10.0,10.0,50.0,48.553462602119026
Cozy Suite in DT Vancouver@ Burrard / Alberni,Entire home/apt,3,112.0,1,184,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.68997727463671
1BDR Cambie Village WIFI,Entire home/apt,30,120.0,2,50,8.9,9.0,10.0,9.0,10.0,46.9,48.3032595145262
Beautiful Central Kitsilano Home,Entire home/apt,2,250.0,5,185,9.9,10.0,10.0,10.0,10.0,49.9,48.73485333452497
2BDR Cambie Broadway-CanadaLine Stn-WIFI Parking,Entire home/apt,30,299.0,3,53,8.8,9.0,10.0,9.0,10.0,46.8,48.28995912495476
MAGNIFICENT MAIN ST LOVELY 2 BDRM & GREAT LOCATION,Entire home/apt,31,150.0,1,6,8.700000000000001,10.0,10.0,8.0,9.0,45.7,48.38491133883631
Charming 2 bedrooms suite in character home,Entire home/apt,3,139.0,3,22,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.44754499172903
Central 2 bedroom suite w/ free parking & wifi,Entire home/apt,2,100.0,2,28,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.457566339627036
Home/Huge Hot Tub/Pool/Little Mnt onthe bike route,Entire home/apt,3,310.0,5,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
3BDR Newly Renovated -Heart of Kits-w4th,Entire home/apt,30,395.0,5,43,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.48187343878391
2BR bright character apt above antique shop,Entire home/apt,3,185.0,3,23,9.8,10.0,10.0,10.0,10.0,49.8,48.45594273626665
"Cozy, warm home in Vancouver",Entire home/apt,3,120.0,3,36,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.4706601351614
